city,country,growth,latitude,longitude,population,year,continent,gdp_per_capita,ECI,hdi
,,,,,,,Northern America,39400,NA,NA
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,Southern Asia,7169,0.359807,0.647
,,,,,,,South America,15662,0.608252,0.761
,,,,,,,Southern Asia,7169,0.359807,0.647
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,Western Europe,49412,0.90581,0.919
,,,,,,,Western Asia,53693,0.747155,0.857
,,,,,,,Southern Asia,5249,-0.859978,0.56
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,Southern Asia,7169,0.359807,0.647
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,Northern Africa,15266,-0.811671,0.759
,,,,,,,Southern Europe,32554,0.258555,0.85
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,Eastern Asia,16782,0.691307,0.758
,,,,,,,Eastern Asia,38824,1.77613,0.906
,,,,,,,Northern America,46723,1.05671,0.922
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,Eastern Europe,29931,1.09432,0.872
,,,,,,,Northern Africa,11742,-0.319753,0.7
,,,,,,,Northern Europe,44896,1.53259,0.92
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,South-eastern Asia,12279,-0.305644,0.707
,,,,,,,Western Europe,54503,1.30343,0.934
,,,,,,,Northern Europe,51405,1.80773,0.937
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,Southern Asia,5249,-0.859978,0.56
,,,,,,,Northern Europe,44896,1.53259,0.92
,,,,,,,Southern Africa,13464,0.268797,0.705
,,,,,,,Eastern Africa,3258,-0.747829,0.579
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,Eastern Europe,26596,0.713669,0.816
,,,,,,,Eastern Asia,38824,1.77613,0.906
,,,,,,,Northern America,46723,1.05671,0.922
,,,,,,,Northern America,46723,1.05671,0.922
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,Southern Europe,40981,1.11743,0.883
,,,,,,,Southern Asia,7169,0.359807,0.647
,,,,,,,Caribbean,31429,-0.0506048,0.799
,,,,,,,South America,15662,0.608252,0.761
,,,,,,,Southern Asia,7169,0.359807,0.647
,,,,,,,Southern Europe,42030,NA,0.857
,,,,,,,Western Europe,66300,2.24386,0.946
,,,,,,,Eastern Asia,38824,1.77613,0.906
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,Eastern Asia,38824,1.77613,0.906
,,,,,,,Eastern Africa,3258,-0.747829,0.579
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,Eastern Europe,26596,0.713669,0.816
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,Northern America,46723,1.05671,0.922
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,Eastern Europe,8694,0.556886,0.75
,,,,,,,Eastern Africa,3258,-0.747829,0.579
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,Southern Europe,40981,1.11743,0.883
,,,,,,,Eastern Africa,3258,-0.747829,0.579
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,Western Europe,54503,1.30343,0.934
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,Western Asia,53693,0.747155,0.857
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,Southern Asia,3998,-1.71442,0.614
,,,,,,,Western Europe,44256,1.38964,0.891
,,,,,,,Eastern Asia,38824,1.77613,0.906
,,,,,,,Eastern Asia,38824,1.77613,0.906
,,,,,,,Eastern Europe,38020,1.6431,0.891
,,,,,,,Central America,8167,-0.616793,0.651
,,,,,,,Southern Europe,32554,0.258555,0.85
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,Western Europe,54503,1.30343,0.934
,,,,,,,Southern Asia,7169,0.359807,0.647
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,Western Europe,44256,1.38964,0.891
,,,,,,,Southern Asia,7169,0.359807,0.647
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,Western Asia,72622,0.11607,0.808
,,,,,,,Northern America,46723,1.05671,0.922
,,,,,,,Northern Europe,62183,1.09466,0.954
,,,,,,,South America,15662,0.608252,0.761
,,,,,,,Eastern Europe,38020,1.6431,0.891
,,,,,,,Eastern Asia,38824,1.77613,0.906
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,Southern Asia,7169,0.359807,0.647
,,,,,,,Southern Europe,39037,0.777415,0.893
,,,,,,,Western Asia,53693,0.747155,0.857
,,,,,,,Western Asia,38868,1.3146,0.906
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,Southern Europe,40981,1.11743,0.883
,,,,,,,Southern Asia,5249,-0.859978,0.56
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,Northern America,46723,1.05671,0.922
,,,,,,,South America,15662,0.608252,0.761
,,,,,,,Northern Europe,44896,1.53259,0.92
,,,,,,,Southern Africa,13464,0.268797,0.705
,,,,,,,Western Europe,52574,2.07537,0.939
,,,,,,,Eastern Europe,26596,0.713669,0.816
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,Southern Europe,32554,0.258555,0.85
,,,,,,,Western Europe,49412,0.90581,0.919
,,,,,,,Southern Asia,5249,-0.859978,0.56
,,,,,,,Northern Europe,44896,1.53259,0.92
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,Eastern Europe,25767,0.852045,0.824
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,Eastern Asia,41959,2.30938,0.915
,,,,,,,Oceania,49654,0.0863035,0.938
,,,,,,,South-eastern Asia,30004,0.971372,0.804
,,,,,,,South America,15662,0.608252,0.761
,,,,,,,Northern Europe,44896,1.53259,0.92
,,,,,,,Eastern Asia,50500,NA,NA
,,,,,,,Southern Europe,39037,0.777415,0.893
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,Northern America,46723,1.05671,0.922
,,,,,,,Oceania,49654,0.0863035,0.938
,,,,,,,Eastern Asia,38824,1.77613,0.906
,,,,,,,Eastern Africa,3258,-0.747829,0.579
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,Northern Europe,44896,1.53259,0.92
,,,,,,,Northern Africa,12047,-0.287626,0.739
,,,,,,,Eastern Africa,3258,-0.747829,0.579
,,,,,,,Eastern Africa,3258,-0.747829,0.579
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,Northern Europe,33448,0.898422,0.882
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,South America,15662,0.608252,0.761
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,Western Asia,17525,-0.654587,0.754
,,,,,,,Eastern Africa,3258,-0.747829,0.579
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,Northern Europe,33448,0.898422,0.882
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,Eastern Africa,3258,-0.747829,0.579
,,,,,,,Northern Africa,12047,-0.287626,0.739
,,,,,,,Eastern Asia,38824,1.77613,0.906
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,Eastern Europe,25767,0.852045,0.824
,,,,,,,Northern America,46723,1.05671,0.922
,,,,,,,Western Asia,38868,1.3146,0.906
,,,,,,,Southern Europe,32554,0.258555,0.85
,,,,,,,Northern America,46723,1.05671,0.922
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,Southern Europe,40981,1.11743,0.883
,,,,,,,Southern Europe,40981,1.11743,0.883
,,,,,,,Western Europe,66300,2.24386,0.946
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,Central America,16976,0.237988,0.794
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,Southern Asia,7169,0.359807,0.647
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,South America,14507,0.144356,0.761
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,Eastern Asia,61500,NA,NA
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,Northern America,46723,1.05671,0.922
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,Southern Asia,7169,0.359807,0.647
,,,,,,,Southern Europe,39037,0.777415,0.893
,,,,,,,South-eastern Asia,30004,0.971372,0.804
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,Southern Europe,39037,0.777415,0.893
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,Eastern Africa,3258,-0.747829,0.579
,,,,,,,Eastern Africa,1560,-1.45882,0.521
,,,,,,,Eastern Europe,25767,0.852045,0.824
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,Eastern Asia,16782,0.691307,0.758
,,,,,,,Eastern Asia,38824,1.77613,0.906
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,Eastern Asia,12787,-0.78801,0.735
,,,,,,,Eastern Asia,38824,1.77613,0.906
,,,,,,,Northern Europe,62183,1.09466,0.954
,,,,,,,South America,14507,0.144356,0.761
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,South America,15662,0.608252,0.761
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,Northern Europe,44896,1.53259,0.92
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,Eastern Asia,16782,0.691307,0.758
,,,,,,,Caribbean,19829,NA,0.777
,,,,,,,Eastern Africa,3258,-0.747829,0.579
,,,,,,,Southern Asia,7169,0.359807,0.647
,,,,,,,Northern America,46723,1.05671,0.922
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,Southern Europe,40981,1.11743,0.883
,,,,,,,Northern America,46723,1.05671,0.922
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,Eastern Asia,38824,1.77613,0.906
,,,,,,,Eastern Europe,26596,0.713669,0.816
,,,,,,,Eastern Asia,16782,0.691307,0.758
,,,,,,,Eastern Asia,38824,1.77613,0.906
,,,,,,,South America,15662,0.608252,0.761
,,,,,,,South America,15662,0.608252,0.761
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,South-eastern Asia,12279,-0.305644,0.707
,,,,,,,Eastern Asia,16782,0.691307,0.758
,,,,,,,Southern Europe,12930,-0.781571,0.791
,,,,,,,Northern America,46723,1.05671,0.922
,,,,,,,Eastern Europe,25767,0.852045,0.824
,,,,,,,Northern Africa,11742,-0.319753,0.7
,,,,,,,Eastern Asia,16782,0.691307,0.758
,,,,,,,Eastern Europe,26596,0.713669,0.816
,,,,,,,Eastern Asia,41959,2.30938,0.915
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,South-eastern Asia,4020,-1.37692,0.581
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,Eastern Asia,16782,0.691307,0.758
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,Northern Africa,12047,-0.287626,0.739
,,,,,,,Eastern Africa,1897,-1.27445,0.47
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,Northern Europe,44896,1.53259,0.92
,,,,,,,South America,15662,0.608252,0.761
,,,,,,,Eastern Asia,41959,2.30938,0.915
,,,,,,,Eastern Asia,16782,0.691307,0.758
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,Northern America,19432,1.09955,0.767
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,Eastern Asia,16782,0.691307,0.758
,,,,,,,Eastern Asia,16782,0.691307,0.758
,,,,,,,Southern Europe,40981,1.11743,0.883
,,,,,,,Eastern Asia,16782,0.691307,0.758
,,,,,,,Southern Europe,39037,0.777415,0.893
,,,,,,,Northern Europe,51405,1.80773,0.937
,,,,,,,South-eastern Asia,12279,-0.305644,0.707
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,Northern Europe,44896,1.53259,0.92
,,,,,,,Eastern Asia,38824,1.77613,0.906
,,,,,,,Eastern Europe,26596,0.713669,0.816
,,,,,,,Southern Europe,39037,0.777415,0.893
,,,,,,,Eastern Asia,38824,1.77613,0.906
,,,,,,,Oceania,49654,0.0863035,0.938
,,,,,,,Eastern Asia,38824,1.77613,0.906
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,Eastern Asia,16782,0.691307,0.758
,,,,,,,Eastern Asia,16782,0.691307,0.758
,,,,,,,Eastern Asia,16782,0.691307,0.758
,,,,,,,Eastern Asia,38824,1.77613,0.906
,,,,,,,Western Europe,44256,1.38964,0.891
,,,,,,,Northern Europe,44896,1.53259,0.92
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,Eastern Asia,16782,0.691307,0.758
,,,,,,,Eastern Asia,16782,0.691307,0.758
,,,,,,,Eastern Asia,16782,0.691307,0.758
,,,,,,,Eastern Asia,16782,0.691307,0.758
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,Eastern Africa,3258,-0.747829,0.579
,,,,,,,Western Europe,52574,2.07537,0.939
,,,,,,,Southern Europe,39037,0.777415,0.893
,,,,,,,Eastern Africa,1560,-1.45882,0.521
,,,,,,,Northern Europe,44896,1.53259,0.92
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,Southern Europe,16433,0.532947,0.799
,,,,,,,Eastern Asia,38824,1.77613,0.906
,,,,,,,Eastern Europe,25767,0.852045,0.824
,,,,,,,Eastern Europe,25767,0.852045,0.824
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,Eastern Asia,16782,0.691307,0.758
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,Northern Europe,44896,1.53259,0.92
,,,,,,,Western Africa,5888,-1.90268,0.534
,,,,,,,Eastern Europe,29931,1.09432,0.872
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,Southern Europe,39037,0.777415,0.893
,,,,,,,South-eastern Asia,12279,-0.305644,0.707
,,,,,,,Northern Europe,44896,1.53259,0.92
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,Western Europe,53879,1.62894,0.914
,,,,,,,Western Asia,53693,0.747155,0.857
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,Northern America,46723,1.05671,0.922
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,Western Europe,52574,2.07537,0.939
,,,,,,,Eastern Africa,3258,-0.747829,0.579
,,,,,,,South-eastern Asia,12279,-0.305644,0.707
,,,,,,,Eastern Asia,16782,0.691307,0.758
,,,,,,,Western Europe,49412,0.90581,0.919
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,Oceania,40439,0.483484,0.921
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,Eastern Asia,41959,2.30938,0.915
,,,,,,,Eastern Europe,26596,0.713669,0.816
,,,,,,,Caribbean,8971,-0.239734,0.726
,,,,,,,Eastern Asia,38824,1.77613,0.906
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,Eastern Europe,26596,0.713669,0.816
,,,,,,,South America,24249,0.0443139,0.847
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,Southern Europe,36153,1.4319,0.902
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,Western Europe,54503,1.30343,0.934
,,,,,,,Northern America,46723,1.05671,0.922
,,,,,,,South America,24249,0.0443139,0.847
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,Northern America,46723,1.05671,0.922
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,Southern Europe,39037,0.777415,0.893
,,,,,,,Northern Europe,33448,0.898422,0.882
,,,,,,,Western Africa,4457,-1.15388,0.596
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,Northern Europe,44896,1.53259,0.92
,,,,,,,Eastern Europe,28799,1.38444,0.845
,,,,,,,Southern Europe,36153,1.4319,0.902
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,Eastern Africa,3258,-0.747829,0.579
,,,,,,,Western Asia,12814,0.0803256,0.73
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,Southern Asia,5249,-0.859978,0.56
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,Oceania,49654,0.0863035,0.938
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,Southern Asia,7169,0.359807,0.647
,,,,,,,Southern Africa,13464,0.268797,0.705
,,,,,,,Western Asia,12814,0.0803256,0.73
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,Eastern Europe,8694,0.556886,0.75
,,,,,,,Southern Africa,13464,0.268797,0.705
,,,,,,,Eastern Asia,16782,0.691307,0.758
,,,,,,,South America,15662,0.608252,0.761
,,,,,,,South-eastern Asia,96553,1.86534,0.935
,,,,,,,Southern Europe,39037,0.777415,0.893
,,,,,,,Northern America,46723,1.05671,0.922
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,Southern Asia,7169,0.359807,0.647
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,Northern Europe,44896,1.53259,0.92
,,,,,,,Southern Europe,40981,1.11743,0.883
,,,,,,,Eastern Africa,3258,-0.747829,0.579
,,,,,,,Eastern Africa,3258,-0.747829,0.579
,,,,,,,Eastern Africa,3258,-0.747829,0.579
,,,,,,,South America,15662,0.608252,0.761
,,,,,,,Eastern Africa,3258,-0.747829,0.579
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,Eastern Asia,16782,0.691307,0.758
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,Northern America,19432,1.09955,0.767
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,Eastern Asia,16782,0.691307,0.758
,,,,,,,Northern America,46723,1.05671,0.922
,,,,,,,Northern Africa,11742,-0.319753,0.7
,,,,,,,Eastern Asia,38824,1.77613,0.906
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,Western Europe,54503,1.30343,0.934
,,,,,,,South-eastern Asia,96553,1.86534,0.935
,,,,,,,Oceania,49654,0.0863035,0.938
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,Eastern Asia,38824,1.77613,0.906
,,,,,,,Eastern Asia,50500,NA,NA
,,,,,,,Southern Europe,13735,0.372865,0.769
,,,,,,,Northern Africa,11742,-0.319753,0.7
,,,,,,,Western Europe,54503,1.30343,0.934
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,Southern Africa,13464,0.268797,0.705
,,,,,,,Southern Europe,40981,1.11743,0.883
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,Western Asia,9130,-0.149852,0.723
,,,,,,,Eastern Asia,38824,1.77613,0.906
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,Southern Asia,7169,0.359807,0.647
,,,,,,,Eastern Europe,25767,0.852045,0.824
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,Eastern Asia,38824,1.77613,0.906
,,,,,,,Southern Europe,28580,0.125884,0.872
,,,,,,,Caribbean,31429,-0.0506048,0.799
,,,,,,,Southern Africa,13464,0.268797,0.705
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,South America,15662,0.608252,0.761
,,,,,,,Northern America,46723,1.05671,0.922
,,,,,,,Northern America,46723,1.05671,0.922
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,Eastern Asia,61500,NA,NA
,,,,,,,South America,14507,0.144356,0.761
,,,,,,,Eastern Africa,3258,-0.747829,0.579
,,,,,,,Southern Asia,7169,0.359807,0.647
,,,,,,,Southern Asia,2867,NA,0.579
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,South America,24249,0.0443139,0.847
,,,,,,,Southern Europe,42030,NA,0.857
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,Eastern Asia,38824,1.77613,0.906
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,Eastern Africa,3258,-0.747829,0.579
,,,,,,,Western Asia,17525,-0.654587,0.754
,,,,,,,Eastern Asia,16782,0.691307,0.758
,,,,,,,Eastern Europe,25767,0.852045,0.824
,,,,,,,Eastern Africa,3258,-0.747829,0.579
,,,,,,,South-eastern Asia,12279,-0.305644,0.707
,,,,,,,Southern Asia,7169,0.359807,0.647
,,,,,,,Eastern Europe,26596,0.713669,0.816
,,,,,,,Northern America,46723,1.05671,0.922
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,Eastern Africa,3258,-0.747829,0.579
,,,,,,,Southern Asia,7169,0.359807,0.647
,,,,,,,Northern America,46723,1.05671,0.922
,,,,,,,Eastern Africa,3258,-0.747829,0.579
,,,,,,,Eastern Africa,3258,-0.747829,0.579
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,Southern Asia,7169,0.359807,0.647
,,,,,,,Eastern Africa,1897,-1.27445,0.47
,,,,,,,Eastern Europe,29931,1.09432,0.872
,,,,,,,Eastern Africa,3258,-0.747829,0.579
,,,,,,,Eastern Africa,3258,-0.747829,0.579
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,Western Europe,53879,1.62894,0.914
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,Southern Asia,7169,0.359807,0.647
,,,,,,,Eastern Asia,16782,0.691307,0.758
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,Western Europe,54503,1.30343,0.934
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,Eastern Africa,3258,-0.747829,0.579
,,,,,,,Western Europe,66300,2.24386,0.946
,,,,,,,Eastern Europe,26596,0.713669,0.816
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,Eastern Europe,25767,0.852045,0.824
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,Western Europe,49412,0.90581,0.919
,,,,,,,Western Asia,9130,-0.149852,0.723
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,Northern Europe,44896,1.53259,0.92
,,,,,,,South America,14507,0.144356,0.761
,,,,,,,Eastern Asia,16782,0.691307,0.758
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,Oceania,49654,0.0863035,0.938
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,South-eastern Asia,96553,1.86534,0.935
,,,,,,,Southern Europe,40981,1.11743,0.883
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,Eastern Asia,38824,1.77613,0.906
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,Eastern Asia,38824,1.77613,0.906
,,,,,,,Eastern Asia,38824,1.77613,0.906
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,South America,15662,0.608252,0.761
,,,,,,,Oceania,49654,0.0863035,0.938
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,Oceania,49654,0.0863035,0.938
,,,,,,,Eastern Europe,26596,0.713669,0.816
,,,,,,,Oceania,49654,0.0863035,0.938
,,,,,,,Caribbean,16452,-0.363374,0.745
,,,,,,,Northern America,99400,NA,NA
,,,,,,,South-eastern Asia,8340,0.381087,0.712
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,Eastern Europe,25767,0.852045,0.824
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,South-eastern Asia,30004,0.971372,0.804
,,,,,,,South America,20843,0.232335,0.83
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,South-eastern Asia,30004,0.971372,0.804
,,,,,,,South America,24249,0.0443139,0.847
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,Eastern Europe,25767,0.852045,0.824
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,Western Europe,54503,1.30343,0.934
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,Southern Europe,40981,1.11743,0.883
,,,,,,,Caribbean,1819,NA,0.503
,,,,,,,Eastern Europe,25767,0.852045,0.824
,,,,,,,Eastern Asia,38824,1.77613,0.906
,,,,,,,Southern Asia,5249,-0.859978,0.56
,,,,,,,Western Asia,9130,-0.149852,0.723
,,,,,,,Northern America,46723,1.05671,0.922
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,Eastern Asia,16782,0.691307,0.758
,,,,,,,Eastern Asia,38824,1.77613,0.906
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,Southern Africa,13464,0.268797,0.705
,,,,,,,Northern Europe,44896,1.53259,0.92
,,,,,,,Northern Europe,51405,1.80773,0.937
,,,,,,,South-eastern Asia,17917,0.711704,0.765
,,,,,,,Northern Europe,44896,1.53259,0.92
,,,,,,,Southern Europe,40981,1.11743,0.883
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,Eastern Asia,38824,1.77613,0.906
,,,,,,,Eastern Asia,50500,NA,NA
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,Northern Europe,55322,NA,0.938
,,,,,,,Western Asia,9130,-0.149852,0.723
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,Northern Europe,44896,1.53259,0.92
,,,,,,,South-eastern Asia,96553,1.86534,0.935
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,Eastern Asia,38824,1.77613,0.906
,,,,,,,Southern Asia,7169,0.359807,0.647
,,,,,,,Eastern Asia,38824,1.77613,0.906
,,,,,,,Eastern Europe,8694,0.556886,0.75
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,Northern America,59928,1.75541,0.92
,,,,,,,Southern Asia,7169,0.359807,0.647
