city,country,growth,latitude,longitude,population,year,continent,gdp_per_capita,ECI,hdi
barcelona,spain,Developed economies,41.3850639,2.1734035,1620576,2011,Southern Europe,39037,0.777415,0.893
philadelphia,united states,Developed economies,39.9525839,-75.1652215,1567872,2011,Northern America,59928,1.75541,0.92
littleton,united states,Developed economies,39.613321,-105.0166498,47734,2011,Northern America,59928,1.75541,0.92
oshawa,canada,Developed economies,43.8970929,-78.8657912,169509,2011,Northern America,46723,1.05671,0.922
stanford,united states,Developed economies,37.4274745,-122.169719,15277,2011,Northern America,59928,1.75541,0.92
san diego,united states,Developed economies,32.8328112,-117.2712717,1406630,2011,Northern America,59928,1.75541,0.92
saint charles,united states,Developed economies,38.7881062,-90.4974359,70329,2011,Northern America,59928,1.75541,0.92
osaka,japan,Developed economies,34.6937249,135.5022535,2691742,2011,Eastern Asia,41959,2.30938,0.915
kigali,rwanda,Developing economies,-1.9705786,30.1044288,859332,2011,Eastern Africa,2082,NA,0.536
easton,united states,Developed economies,40.688432,-75.2207323,27109,2011,Northern America,59928,1.75541,0.92
vancouver,canada,Developed economies,49.2827291,-123.1207375,676593,2011,Northern America,46723,1.05671,0.922
boston,united states,Developed economies,42.3600825,-71.0588801,673184,2011,Northern America,59928,1.75541,0.92
kapaau,united states,Developed economies,20.2338889,-155.8019444,0,2011,Northern America,59928,1.75541,0.92
logroño,spain,Developed economies,42.4627195,-2.4449852,151046,2011,Southern Europe,39037,0.777415,0.893
valletta,malta,Developed economies,35.8989085,14.5145528,5735,2011,Southern Europe,41549,NA,0.885
san francisco,united states,Developed economies,37.7749295,-122.4194155,870887,2011,Northern America,59928,1.75541,0.92
rio de janeiro,brazil,Developing economies,-22.9068467,-43.1728965,6718903,2011,South America,15662,0.608252,0.761
saskatoon,canada,Developed economies,52.1332144,-106.6700458,268188,2011,Northern America,46723,1.05671,0.922
aptos,united states,Developed economies,36.9771729,-121.8994016,5775,2011,Northern America,59928,1.75541,0.92
guelph,canada,Developed economies,43.5448048,-80.2481666,140683,2011,Northern America,46723,1.05671,0.922
bordeaux,france,Developed economies,44.837789,-0.57918,249712,2011,Western Europe,44256,1.38964,0.891
monterrey,mexico,Developing economies,25.6866142,-100.3161126,3712000,2011,Northern America,19432,1.09955,0.767
provo,united states,Developed economies,40.2338438,-111.6585337,116868,2011,Northern America,59928,1.75541,0.92
al ain,united arab emirates,Developing economies,24.1301619,55.8023118,328000,2011,Western Asia,73356,0.128674,0.866
gyeonggi-do,south korea,Developing economies,37.4138,127.5183,0,2011,Eastern Asia,38824,1.77613,0.906
sofia,bulgaria,Developed economies,42.6977082,23.3218675,1238438,2011,Eastern Europe,20948,0.347659,0.816
san miguel de tucumán,argentina,Developing economies,-26.8082848,-65.2175903,830000,2011,South America,20843,0.232335,0.83
doha,qatar,Developing economies,25.2854473,51.5310398,956457,2011,Western Asia,124609,0.396207,0.848
sousse,tunisia,Developing economies,35.8245029,10.634584,327004,2011,Northern Africa,12047,-0.287626,0.739
london,united kingdom,Developed economies,51.5141736,-0.1307411,8825001,2011,Northern Europe,44896,1.53259,0.92
london,united kingdom,Developed economies,51.5141736,-0.1307411,8825001,2011,Northern Europe,44896,1.53259,0.92
rio de janeiro,brazil,Developing economies,-22.9068467,-43.1728965,6718903,2011,South America,15662,0.608252,0.761
seoul,south korea,Developing economies,37.555338,126.973312,10197604,2011,Eastern Asia,38824,1.77613,0.906
villeurbanne,france,Developed economies,45.771944,4.8901709,148665,2011,Western Europe,44256,1.38964,0.891
busan,south korea,Developing economies,35.1795543,129.0756416,3428923,2011,Eastern Asia,38824,1.77613,0.906
los angeles,united states,Developed economies,34.2381251,-118.530123,3884307,2011,Northern America,59928,1.75541,0.92
ann arbor,united states,Developed economies,42.2808256,-83.7430378,120782,2011,Northern America,59928,1.75541,0.92
bowling green,united states,Developed economies,36.9685219,-86.4808043,90448,2011,Northern America,59928,1.75541,0.92
cēsis,latvia,Developed economies,57.308611,25.2668719,0,2011,Northern Europe,28362,0.653054,0.854
canberra,australia,Developed economies,-35.2809368,149.1300092,411667,2011,Oceania,49654,0.0863035,0.938
denver,united states,Developed economies,39.7392358,-104.990251,693060,2011,Northern America,59928,1.75541,0.92
penryn,united kingdom,Developed economies,50.169173,-5.107088,0,2011,Northern Europe,44896,1.53259,0.92
tiruppur,india,Developing economies,11.1085242,77.3410656,650000,2011,Southern Asia,7169,0.359807,0.647
lahore,pakistan,Developing economies,31.5203696,74.3587473,11126285,2011,Southern Asia,5249,-0.859978,0.56
niš,serbia,Transition economies,43.3209022,21.8957589,185853,2011,Southern Europe,16433,0.532947,0.799
riyadh,saudi arabia,Developing economies,24.7135517,46.6752957,5188286,2011,Western Asia,53693,0.747155,0.857
new york,united states,Developed economies,40.7127753,-74.0059728,8622698,2011,Northern America,59928,1.75541,0.92
seattle,united states,Developed economies,47.6062095,-122.3320708,704352,2011,Northern America,59928,1.75541,0.92
manhattan beach,united states,Developed economies,33.8847361,-118.4109089,35924,2011,Northern America,59928,1.75541,0.92
london,united kingdom,Developed economies,51.5141736,-0.1307411,8825001,2011,Northern Europe,44896,1.53259,0.92
claremont,united states,Developed economies,34.0966764,-117.7197785,36015,2011,Northern America,59928,1.75541,0.92
duluth,united states,Developed economies,46.7866719,-92.1004852,120101,2011,Northern America,59928,1.75541,0.92
phoenixville,united states,Developed economies,40.1303822,-75.5149128,16943,2011,Northern America,59928,1.75541,0.92
belgrade,serbia,Transition economies,44.786568,20.4489216,1378682,2011,Southern Europe,16433,0.532947,0.799
dubai,united arab emirates,Developing economies,25.2048493,55.2707828,1089000,2011,Western Asia,73356,0.128674,0.866
salzburg,austria,Developed economies,47.80949,13.05501,153377,2011,Western Europe,53879,1.62894,0.914
san diego,united states,Developed economies,32.715738,-117.1610838,1406630,2011,Northern America,59928,1.75541,0.92
rosario,argentina,Developing economies,-32.9587022,-60.6930416,1203000,2011,South America,20843,0.232335,0.83
atlanta,united states,Developed economies,33.7489954,-84.3879824,472522,2011,Northern America,59928,1.75541,0.92
lexington,united states,Developed economies,38.0405837,-84.5037164,318449,2011,Northern America,59928,1.75541,0.92
shijiazhuang,china,Developing economies,38.042805,114.514893,4303700,2011,Eastern Asia,16782,0.691307,0.758
santiago de compostela,spain,Developed economies,42.8782132,-8.5448445,92430,2011,Southern Europe,39037,0.777415,0.893
dubai,united arab emirates,Developing economies,25.2048493,55.2707828,1089000,2011,Western Asia,73356,0.128674,0.866
chennai,india,Developing economies,13.0826802,80.2707184,7163000,2011,Southern Asia,7169,0.359807,0.647
victoria,canada,Developed economies,48.4284207,-123.3656444,92292,2011,Northern America,46723,1.05671,0.922
calgary,canada,Developed economies,51.0447331,-114.0718831,1311833,2011,Northern America,46723,1.05671,0.922
portland,united states,Developed economies,45.5051064,-122.6750261,639863,2011,Northern America,59928,1.75541,0.92
northbrook,united states,Developed economies,42.1275267,-87.8289548,33400,2011,Northern America,59928,1.75541,0.92
easton,united states,Developed economies,40.688432,-75.2207323,27109,2011,Northern America,59928,1.75541,0.92
toronto,canada,Developed economies,43.653226,-79.3831843,2956024,2011,Northern America,46723,1.05671,0.922
yerevan,armenia,Transition economies,40.1872023,44.515209,1076716,2011,Western Asia,9621,NA,0.76
marrakesh,morocco,Developing economies,31.6317937,-7.9892605,978045,2011,Northern Africa,8261,-0.89235,0.676
manama,bahrain,Developing economies,26.2235305,50.5875935,176909,2011,Western Asia,47660,NA,0.838
hanover,united states,Developed economies,43.7022451,-72.2895526,67679,2011,Northern America,59928,1.75541,0.92
olavarría,argentina,Developing economies,-36.8937167,-60.3233499,86320,2011,South America,20843,0.232335,0.83
dallas,united states,Developed economies,32.7766642,-96.7969879,1317929,2011,Northern America,59928,1.75541,0.92
toronto,canada,Developed economies,43.653226,-79.3831843,2956024,2011,Northern America,46723,1.05671,0.922
eburru,kenya,Developing economies,-0.6332593,36.2644405,0,2011,Eastern Africa,3258,-0.747829,0.579
south melbourne,australia,Developed economies,-37.835,144.96,0,2011,Oceania,49654,0.0863035,0.938
washington,united states,Developed economies,47.7510741,-120.7401385,681170,2011,Northern America,59928,1.75541,0.92
torrance,united states,Developed economies,33.8358492,-118.3406288,147195,2011,Northern America,59928,1.75541,0.92
anchorage,united states,Developed economies,61.2180556,-149.9002778,298192,2011,Northern America,59928,1.75541,0.92
jeddah,saudi arabia,Developing economies,21.485811,39.1925048,3430697,2011,Western Asia,53693,0.747155,0.857
akron,united states,Developed economies,41.0814447,-81.5190053,197633,2011,Northern America,59928,1.75541,0.92
portland,united states,Developed economies,45.5051064,-122.6750261,639863,2011,Northern America,59928,1.75541,0.92
dallas,united states,Developed economies,32.7766642,-96.7969879,1317929,2011,Northern America,59928,1.75541,0.92
dallas,united states,Developed economies,32.7766642,-96.7969879,1317929,2011,Northern America,59928,1.75541,0.92
dallas,united states,Developed economies,32.7766642,-96.7969879,1317929,2011,Northern America,59928,1.75541,0.92
dallas,united states,Developed economies,32.7766642,-96.7969879,1317929,2011,Northern America,59928,1.75541,0.92
caracas,venezuela,Developing economies,10.4805937,-66.9036063,2082130,2011,South America,18102,-0.655229,0.726
seoul,south korea,Developing economies,37.555338,126.973312,10197604,2011,Eastern Asia,38824,1.77613,0.906
lisbon,portugal,Developed economies,38.7222524,-9.1393366,505526,2011,Southern Europe,32554,0.258555,0.85
raposos,brazil,Developing economies,-19.9672343,-43.8078674,0,2011,South America,15662,0.608252,0.761
albuquerque,united states,Developed economies,35.0843859,-106.650422,559277,2011,Northern America,59928,1.75541,0.92
leeds,united kingdom,Developed economies,53.8007554,-1.5490774,474632,2011,Northern Europe,44896,1.53259,0.92
antwerp,belgium,Developed economies,51.2194475,4.4024643,498473,2011,Western Europe,49412,0.90581,0.919
santa cruz,united states,Developed economies,36.9741171,-122.0307963,177556,2011,Northern America,59928,1.75541,0.92
bangkok,thailand,Developing economies,13.7563309,100.5017651,8750600,2011,South-eastern Asia,17917,0.711704,0.765
miami,united states,Developed economies,25.7616798,-80.1917902,453579,2011,Northern America,59928,1.75541,0.92
dallas,united states,Developed economies,32.7766642,-96.7969879,1317929,2011,Northern America,59928,1.75541,0.92
belgrade,serbia,Transition economies,44.786568,20.4489216,1378682,2011,Southern Europe,16433,0.532947,0.799
bremen,germany,Developed economies,53.0792962,8.8016936,568006,2011,Western Europe,52574,2.07537,0.939
oakland,united states,Developed economies,37.8043514,-122.2711639,420005,2011,Northern America,59928,1.75541,0.92
thessaloniki,greece,Developed economies,40.6400629,22.9444191,315196,2011,Southern Europe,28580,0.125884,0.872
waterloo,canada,Developed economies,43.4642578,-80.5204096,115921,2011,Northern America,46723,1.05671,0.922
pittsburgh,united states,Developed economies,40.4406248,-79.9958864,303625,2011,Northern America,59928,1.75541,0.92
seoul,south korea,Developing economies,37.555338,126.973312,10197604,2011,Eastern Asia,38824,1.77613,0.906
boston,united states,Developed economies,42.3317642,-71.1211635,673184,2011,Northern America,59928,1.75541,0.92
new york,united states,Developed economies,40.7127753,-74.0059728,8622698,2011,Northern America,59928,1.75541,0.92
budapest,hungary,Developed economies,47.497912,19.040235,1759407,2011,Eastern Europe,28799,1.38444,0.845
johannesburg,south africa,Developing economies,-26.2041028,28.0473051,957441,2011,Southern Africa,13464,0.268797,0.705
kansas city,united states,Developed economies,39.0997265,-94.5785667,151709,2011,Northern America,59928,1.75541,0.92
gateshead,united kingdom,Developed economies,54.95268,-1.603411,0,2011,Northern Europe,44896,1.53259,0.92
lahore,pakistan,Developing economies,31.5203696,74.3587473,11126285,2011,Southern Asia,5249,-0.859978,0.56
nelson,canada,Developed economies,49.4928119,-117.2948343,11779,2011,Northern America,46723,1.05671,0.922
moscow,russia,Transition economies,55.755826,37.6172999,12197596,2011,Eastern Europe,25767,0.852045,0.824
ahmedabad,india,Developing economies,23.022505,72.5713621,5375000,2011,Southern Asia,7169,0.359807,0.647
detroit,united states,Developed economies,42.331427,-83.0457538,672795,2011,Northern America,59928,1.75541,0.92
nairobi,kenya,Developing economies,-1.2920659,36.8219462,3109861,2011,Eastern Africa,3258,-0.747829,0.579
phoenixville,united states,Developed economies,40.1303822,-75.5149128,16943,2011,Northern America,59928,1.75541,0.92
dallas,united states,Developed economies,32.7766642,-96.7969879,1317929,2011,Northern America,59928,1.75541,0.92
new delhi,india,Developing economies,28.6139391,77.2090212,317797,2011,Southern Asia,7169,0.359807,0.647
athens,greece,Developed economies,37.9838096,23.7275388,664046,2011,Southern Europe,28580,0.125884,0.872
madrid,spain,Developed economies,40.4167754,-3.7037902,3203157,2011,Southern Europe,39037,0.777415,0.893
zürich,switzerland,Developed economies,47.3768866,8.541694,409241,2011,Western Europe,66300,2.24386,0.946
seoul,south korea,Developing economies,37.555338,126.973312,10197604,2011,Eastern Asia,38824,1.77613,0.906
north vancouver,ca0da,Developed economies,49.3199816,-123.0724139,0,2011,Northern America,46723,1.05671,0.922
nether providence township,united states,Developed economies,39.8932884,-75.3630796,0,2011,Northern America,59928,1.75541,0.92
singapore,singapore,Developing economies,1.2831593,103.8530435,0,2011,South-eastern Asia,96553,1.86534,0.935
bogota,colombia,Developing economies,4.7109886,-74.072092,8181047,2011,South America,14507,0.144356,0.761
goiânia,brazil,Developing economies,-16.6868982,-49.2648114,1448639,2011,South America,15662,0.608252,0.761
atlanta,united states,Developed economies,33.7489954,-84.3879824,472522,2011,Northern America,59928,1.75541,0.92
charleston,united states,Developed economies,32.7764749,-79.9310512,134385,2011,Northern America,59928,1.75541,0.92
seoul,south korea,Developing economies,37.555338,126.973312,10197604,2011,Eastern Asia,38824,1.77613,0.906
